Wall time,Step,Value
1673913964.260267,170001,6.5120320320129395
1673914073.584961,171001,6.510159015655518
1673914175.175056,172001,6.507691860198975
1673914273.601374,173001,6.511665344238281
1673914367.89586,174001,6.511125564575195
1673914473.290038,175001,6.507685661315918
1673914579.915172,176001,6.509720802307129
1673914686.651115,177001,6.509178638458252
1673914784.644775,178001,6.50436544418335
1673914893.593855,179001,6.514333248138428
1673915005.06045,180001,6.506595611572266
1673915103.56268,181001,6.514720916748047
1673915209.442315,182001,6.512526035308838
1673915311.416874,183001,6.511870384216309
1673915420.225581,184001,6.514137268066406
1673915518.476469,185001,6.505300045013428
1673915635.247801,186001,6.5112175941467285
1673915744.933084,187001,6.506283760070801
1673915841.908717,188001,6.508706569671631
1673915952.011317,189001,6.5076069831848145
1673916057.477488,190001,6.51178503036499
1673916159.95256,191001,6.509123802185059
1673916291.084456,192001,6.508366584777832
1673916391.784215,193001,6.509405136108398
1673916488.281233,194001,6.5072431564331055
1673916575.124261,195001,6.514453411102295
1673916656.719544,196001,6.512798309326172
1673916743.439092,197001,6.507293701171875
1673916847.957034,198001,6.513566493988037
1673916991.235806,200001,6.511142253875732
1673917190.950567,202001,6.509737968444824
1673917288.560113,203001,6.50909423828125
1673917438.756566,204001,6.508179664611816
1673917546.681398,205001,6.513800144195557
1673917658.644066,206001,6.508794784545898
1673917776.326191,207001,6.510905742645264
1673917869.630166,208001,6.507972240447998
1673917965.232591,209001,6.509166717529297
1673918074.55425,210001,6.508980751037598
1673918174.944503,211001,6.513293743133545
1673918288.112648,212001,6.510735511779785
1673918390.905849,213001,6.508272647857666
1673918504.592964,214001,6.512068748474121
1673918596.268224,215001,6.513457775115967
1673918690.362078,216001,6.5078935623168945
1673918781.294451,217001,6.513221263885498
1673918880.460773,218001,6.506759166717529
1673918984.13635,219001,6.504703521728516
1673919085.539457,220001,6.5036702156066895
1673919198.694605,221001,6.509547233581543
1673919319.757328,222001,6.511713981628418
1673919425.159875,223001,6.508445739746094
1673919541.550063,224001,6.509047031402588
1673919652.778115,225001,6.508190631866455
1673919764.457948,226001,6.510212421417236
1673919873.540734,227001,6.507857799530029
1673919976.788825,228001,6.508788585662842
1673920078.000061,229001,6.508242130279541
1673920183.984754,230001,6.508895397186279
1673920293.318243,231001,6.504821300506592
1673920407.849469,232001,6.501762390136719
1673920498.911403,233001,6.514357089996338
1673920596.154056,234001,6.50662088394165
1673920703.358095,235001,6.503541946411133
1673920802.700202,236001,6.5073466300964355
1673920998.433514,238001,6.505088806152344
1673921086.941497,239001,6.503239631652832
1673921161.771462,240001,6.507662296295166
1673921258.346514,241001,6.504762649536133
1673921360.735799,242001,6.507054805755615
1673921467.851591,243001,6.504072666168213
1673921578.755911,244001,6.505816459655762
1673921676.266406,245001,6.503767967224121
1673921769.528989,246001,6.503397464752197
1673921863.774388,247001,6.504277229309082
1673921975.752007,248001,6.5041728019714355
1673922095.746287,249001,6.499844074249268
1673922182.229218,250001,6.501471519470215
1673922380.79598,252001,6.505309104919434
1673922471.873811,253001,6.507917404174805
1673922579.213108,254001,6.5084004402160645
1673922674.540106,255001,6.503401756286621
1673922782.208492,256001,6.5076584815979
1673922873.194097,257001,6.502562522888184
1673922975.087299,258001,6.506626605987549
1673923082.480512,259001,6.508033752441406
1673923187.188629,260001,6.503708362579346
1673923289.202159,261001,6.501598834991455
1673923396.237009,262001,6.506259441375732
1673923517.741256,263001,6.504676818847656
1673923628.567328,264001,6.503409385681152
1673923731.210046,265001,6.499819755554199
1673923822.65464,266001,6.505523204803467
1673923924.52535,267001,6.504523754119873
1673924029.386277,268001,6.504239082336426
1673924117.269084,269001,6.503874778747559
1673924234.148801,270001,6.5062174797058105
1673924340.701484,271001,6.50613260269165
1673924456.757333,272001,6.506184101104736
1673924558.590047,273001,6.50293493270874
1673924648.833948,274001,6.503535747528076
1673924757.995838,275001,6.502985954284668
1673924876.505179,276001,6.5040717124938965
1673924982.336762,277001,6.505821704864502
1673925062.837492,278001,6.504817962646484
1673925164.21331,279001,6.502788543701172
1673925268.025145,280001,6.5029616355896
1673925366.631289,281001,6.501462936401367
1673925467.392781,282001,6.50123405456543
1673925565.017657,283001,6.506082057952881
1673925671.380683,284001,6.504030704498291
1673925763.07614,285001,6.506616592407227
1673925858.674675,286001,6.506570339202881
1673925958.697568,287001,6.5028228759765625
1673926060.524977,288001,6.50540018081665
1673926150.456939,289001,6.5045061111450195
1673926358.418975,291001,6.507289409637451
1673926446.821291,292001,6.502050399780273
1673926547.521103,293001,6.506325721740723
1673926643.873971,294001,6.508642196655273
1673926757.738677,295001,6.502591609954834
1673926858.324797,296001,6.500178813934326
1673926948.321643,297001,6.501640796661377
1673927033.192444,298001,6.504912376403809
1673927140.540081,299001,6.504268646240234
1673927241.640989,300001,6.503323554992676
1673927342.708758,301001,6.502293109893799
1673927448.046071,302001,6.5039143562316895
1673927553.954042,303001,6.502755165100098
1673927643.67672,304001,6.502640247344971
1673927737.404584,305001,6.501291275024414
1673927916.475863,307001,6.500367164611816
1673928001.253421,308001,6.501742362976074
1673928116.432152,309001,6.5029706954956055
1673928220.903076,310001,6.508467197418213
1673928317.695487,311001,6.502558708190918
1673928432.917089,312001,6.496275901794434
1673928543.826966,313001,6.506941795349121
1673928658.495051,314001,6.501368999481201
1673928760.631867,315001,6.503519058227539
1673928938.267587,317001,6.50212287902832
1673929037.337315,318001,6.500150203704834
1673929127.659969,319001,6.500035762786865
1673929234.095143,320001,6.49758243560791
1673929329.194056,321001,6.500279903411865
1673929545.444539,323001,6.505688667297363
1673929642.062519,324001,6.502100944519043
1673929754.045677,325001,6.5009446144104
1673929848.62034,326001,6.500930309295654
1673929927.681527,327001,6.497553825378418
1673930034.306273,328001,6.503104209899902
1673930141.520366,329001,6.502704620361328
1673930251.735395,330001,6.499791145324707
1673930348.595128,331001,6.500091552734375
1673930450.178717,332001,6.501898288726807
1673930563.228784,333001,6.501346111297607
1673930667.224834,334001,6.5007734298706055
1673930778.742402,335001,6.503432750701904
1673930877.100159,336001,6.500144004821777
1673930974.474502,337001,6.502548694610596
1673931066.573266,338001,6.501729488372803
1673931166.044575,339001,6.500987529754639
1673931265.276142,340001,6.500641822814941
1673931364.363934,341001,6.498991966247559
1673931461.960557,342001,6.499021530151367
1673931554.823219,343001,6.501938819885254
1673931639.947272,344001,6.505767822265625
1673931737.0409,345001,6.499517440795898
1673931840.87338,346001,6.496184825897217
1673931940.332377,347001,6.503023147583008
1673932043.741666,348001,6.500790119171143
1673932143.816979,349001,6.498720169067383
1673932247.140962,350001,6.496966361999512
1673932342.796725,351001,6.4973368644714355
1673932444.53288,352001,6.499298095703125
1673932536.910725,353001,6.5035858154296875
1673932621.43852,354001,6.498066425323486
1673932714.221726,355001,6.498011112213135
1673932798.199824,356001,6.500701904296875
1673932901.029107,357001,6.498814105987549
1673933004.098391,358001,6.497491836547852
1673933098.653901,359001,6.499301433563232
1673933193.798078,360001,6.496092796325684
1673933303.720188,361001,6.4989519119262695
1673933395.232915,362001,6.495778560638428
1673933496.990739,363001,6.498737335205078
1673933603.849264,364001,6.498364448547363
1673933688.056651,365001,6.497859477996826
1673933799.974558,366001,6.502254962921143
1673933900.938749,367001,6.494951248168945
1673934004.029258,368001,6.495771884918213
1673934113.386366,369001,6.498693466186523
1673934210.619375,370001,6.4962944984436035
1673934297.536229,371001,6.498473644256592
1673934400.358827,372001,6.495910167694092
1673934503.433841,373001,6.499232292175293
1673934598.268675,374001,6.499123573303223
1673934699.150153,375001,6.495852470397949
1673934794.575453,376001,6.500304698944092
1673934888.009304,377001,6.498190402984619
1673934983.063507,378001,6.497165203094482
1673935072.702354,379001,6.498543739318848
1673935166.090166,380001,6.495415687561035
1673935271.934975,381001,6.499845027923584
1673935373.869672,382001,6.495503902435303
1673935477.424753,383001,6.494836807250977
1673935591.447245,384001,6.492147445678711
1673935689.72548,385001,6.491562366485596
1673935788.128888,386001,6.494521617889404
1673935887.565765,387001,6.493583679199219
1673935997.196226,388001,6.496659278869629
1673936219.230547,390001,6.497161865234375
1673936319.110766,391001,6.494269847869873
1673936411.203137,392001,6.498405456542969
1673936513.443064,393001,6.500641345977783
1673936598.62316,394001,6.496954917907715
1673936700.642606,395001,6.496514320373535
1673936789.953591,396001,6.496569633483887
1673936883.098037,397001,6.496045112609863
1673936977.001112,398001,6.496124267578125
1673937067.528985,399001,6.496293067932129
1673937150.940784,400001,6.496301174163818
1673937252.675529,401001,6.492389678955078
1673937350.439354,402001,6.496732711791992
1673937445.261013,403001,6.497055530548096
1673937538.698979,404001,6.498538017272949
1673937645.148554,405001,6.496098041534424
1673937738.553332,406001,6.494948387145996
1673937841.018447,407001,6.4974212646484375
1673937942.002703,408001,6.49208927154541
1673938056.442274,409001,6.495395183563232
1673938149.818143,410001,6.496082782745361
1673938254.529216,411001,6.49613618850708
1673938352.766526,412001,6.492063999176025
1673938447.312948,413001,6.496458530426025
1673938525.592575,414001,6.496182441711426
1673938616.253192,415001,6.496655464172363
1673938717.443944,416001,6.492739200592041
1673938816.165512,417001,6.495028495788574
1673938898.36732,418001,6.491209506988525
1673938991.78421,419001,6.492217540740967
1673939290.282622,422001,6.496802806854248
1673939383.082221,423001,6.4943695068359375
1673939479.202972,424001,6.4959492683410645
1673939578.234139,425001,6.493828773498535
1673939663.337649,426001,6.491450309753418
1673939750.191099,427001,6.4907379150390625
1673939844.888818,428001,6.493922233581543
1673939944.691871,429001,6.496488094329834
1673940041.954718,430001,6.492674827575684
1673940135.185246,431001,6.488166332244873
1673940237.073148,432001,6.489506721496582
1673940329.523796,433001,6.4914445877075195
1673940420.312807,434001,6.492639541625977
1673940496.817681,435001,6.4923505783081055
1673940591.988186,436001,6.489018440246582
1673940675.144514,437001,6.493819236755371
1673940764.098853,438001,6.492512226104736
1673940866.605555,439001,6.492826461791992
1673940962.273295,440001,6.491516590118408
1673941036.057623,441001,6.49133825302124
1673941128.694901,442001,6.492461681365967
1673941213.165677,443001,6.493940830230713
1673941304.476974,444001,6.493235111236572
1673941395.049662,445001,6.491719722747803
1673941508.021781,446001,6.488284111022949
1673941616.580889,447001,6.494694709777832
1673941716.693841,448001,6.494609355926514
1673941820.249735,449001,6.492077827453613
1673941902.162173,450001,6.493546485900879
1673942002.409483,451001,6.490825653076172
1673942094.11856,452001,6.495297431945801
1673942188.984179,453001,6.491358757019043
1673942282.695087,454001,6.494724273681641
1673942392.482207,455001,6.491009712219238
1673942483.966425,456001,6.489128589630127
1673942580.004048,457001,6.48797607421875
1673942671.603393,458001,6.494859218597412
1673942779.984445,459001,6.492981433868408
1673942892.358142,460001,6.489149570465088
1673943001.028174,461001,6.490471363067627
1673943083.784372,462001,6.490356922149658
1673943178.056387,463001,6.493460178375244
1673943260.793388,464001,6.491697788238525
1673943357.06131,465001,6.492824077606201
1673943464.56533,466001,6.490523338317871
1673943556.981216,467001,6.4921135902404785
1673943651.815968,468001,6.493373394012451
1673943762.147192,469001,6.486316680908203
1673943885.114264,470001,6.490361213684082
1673943985.650674,471001,6.489084243774414
1673944081.538983,472001,6.49202823638916
1673944186.539416,473001,6.491245269775391
1673944308.783045,474001,6.4945783615112305
1673944409.668611,475001,6.490317344665527
1673944506.801143,476001,6.491738319396973
1673944619.560392,477001,6.492525100708008
1673944734.242071,478001,6.489602565765381
1673944830.532993,479001,6.488487243652344
1673944929.975194,480001,6.49121618270874
1673945044.420585,481001,6.489192962646484
1673945131.909471,482001,6.495640754699707
1673945231.137593,483001,6.490810394287109
1673945331.427654,484001,6.491170883178711
1673945437.542764,485001,6.491384506225586
1673945538.402392,486001,6.4908928871154785
1673945648.196483,487001,6.494529724121094
1673945742.334061,488001,6.489569187164307
1673945835.73124,489001,6.492658615112305
1673945921.444489,490001,6.4886932373046875
1673946016.889502,491001,6.487661838531494
1673946098.368231,492001,6.491069316864014
1673946206.086505,493001,6.491108417510986
1673946312.521024,494001,6.49179744720459
1673946411.154352,495001,6.493345737457275
1673946503.812336,496001,6.492854118347168
1673946601.705577,497001,6.494040489196777
1673946703.15891,498001,6.492516994476318
1673946795.15335,499001,6.491060733795166
1673946891.654084,500001,6.493063926696777
1673946979.102304,501001,6.490941047668457
1673947081.427034,502001,6.492722988128662
1673947177.07252,503001,6.4939045906066895
1673947272.700899,504001,6.492746829986572
1673947364.385545,505001,6.492870807647705
1673947450.212811,506001,6.491055011749268
1673947672.060538,508001,6.489812850952148
1673947766.061535,509001,6.49393892288208
1673947852.895449,510001,6.491113185882568
1673947952.176774,511001,6.492431163787842
1673948052.350375,512001,6.488515377044678
1673948144.779481,513001,6.488498687744141
1673948240.872731,514001,6.488131046295166
1673948343.674663,515001,6.4896159172058105
1673948440.969916,516001,6.487846851348877
1673948513.404349,517001,6.490102291107178
1673948609.731721,518001,6.493504524230957
1673948711.959582,519001,6.492908000946045
1673948815.043336,520001,6.488282203674316
1673948920.284174,521001,6.493794918060303
1673949006.534093,522001,6.488759517669678
1673949107.374073,523001,6.491521835327148
1673949203.896062,524001,6.492018699645996
1673949290.685358,525001,6.488560676574707
1673949491.429501,527001,6.487609386444092
1673949577.632717,528001,6.488994121551514
1673949682.265448,529001,6.490857124328613
1673949793.64592,530001,6.496389865875244
1673949887.903681,531001,6.488049030303955
1673949973.994542,532001,6.489659786224365
1673950082.8364,533001,6.4879984855651855
1673950180.493341,534001,6.4884867668151855
1673950257.219012,535001,6.491241455078125
1673950350.121686,536001,6.488593578338623
1673950435.210064,537001,6.4892048835754395
1673950524.381297,538001,6.493231296539307
1673950627.227688,539001,6.489534854888916
1673950736.212191,540001,6.487000942230225
1673950815.996382,541001,6.486788749694824
1673950999.080488,543001,6.488131046295166
1673951109.721424,544001,6.4904561042785645
1673951206.027758,545001,6.486996650695801
1673951296.393678,546001,6.48928689956665
1673951384.036926,547001,6.4908127784729
1673951483.087479,548001,6.492763042449951
1673951585.687216,549001,6.488648414611816
1673951663.306656,550001,6.489654064178467
1673951752.552451,551001,6.487957954406738
1673951849.328997,552001,6.490055561065674
1673951962.722027,553001,6.488048076629639
1673952069.723187,554001,6.490687370300293
1673952275.404033,556001,6.489034175872803
1673952387.576953,557001,6.491159439086914
1673952492.473712,558001,6.488002300262451
1673952601.416627,559001,6.485236167907715
1673952708.236486,560001,6.4944682121276855
1673952799.723891,561001,6.490010738372803
1673952891.143155,562001,6.489570617675781
1673952974.752998,563001,6.491780757904053
1673953074.002166,564001,6.488303184509277
1673953256.33256,566001,6.490008354187012
1673953351.14522,567001,6.487573623657227
1673953459.083702,568001,6.491081237792969
1673953555.24471,569001,6.490822792053223
1673953652.660542,570001,6.487761497497559
1673953755.377442,571001,6.491482734680176
1673953857.389774,572001,6.4859299659729
1673953961.4137,573001,6.486595630645752
1673954055.856129,574001,6.492124557495117
1673954241.934984,576001,6.491447925567627
1673954338.016342,577001,6.487889766693115
1673954445.301746,578001,6.490869998931885
1673954529.646993,579001,6.48961067199707
1673954621.994355,580001,6.489254951477051
1673954716.218542,581001,6.487819671630859
1673954834.857336,582001,6.4919328689575195
1673954937.573066,583001,6.489614009857178
1673955030.508205,584001,6.488361358642578
1673955135.785821,585001,6.4868597984313965
1673955234.770821,586001,6.48665189743042
1673955325.04884,587001,6.485579967498779
1673955427.496642,588001,6.487843990325928
1673955515.241232,589001,6.489070415496826
1673955613.287354,590001,6.486122131347656
1673955719.242518,591001,6.489393711090088
1673955816.539846,592001,6.4896345138549805
1673955914.566181,593001,6.488645076751709
1673956011.674428,594001,6.48864221572876
1673956089.630027,595001,6.487058162689209
1673956178.218713,596001,6.49153995513916
1673956277.285056,597001,6.487263202667236
1673956365.533922,598001,6.489422798156738
1673956458.859043,599001,6.486320495605469
1673956559.470335,600001,6.4868011474609375
1673956646.106833,601001,6.486709117889404
1673956741.476144,602001,6.489901542663574
1673956837.097448,603001,6.492468357086182
1673956931.851006,604001,6.49386739730835
1673957021.896524,605001,6.491038799285889
1673957115.786545,606001,6.48865270614624
1673957207.182401,607001,6.487767696380615
1673957325.205748,608001,6.487640857696533
1673957399.18122,609001,6.4896745681762695
1673957498.682817,610001,6.489491939544678
1673957585.474744,611001,6.487025737762451
1673957689.790223,612001,6.487892150878906
1673957788.39824,613001,6.486543655395508
1673957881.553354,614001,6.490001678466797
1673957982.760255,615001,6.488480567932129
1673958085.974193,616001,6.491711616516113
1673958184.328352,617001,6.487444877624512
1673958285.266107,618001,6.486404895782471
1673958389.651408,619001,6.4900712966918945
1673958490.912106,620001,6.486912250518799
1673958587.359991,621001,6.4893693923950195
1673958695.051891,622001,6.48511266708374
1673958804.340045,623001,6.488775253295898
1673958897.048519,624001,6.486273765563965
1673958995.737798,625001,6.487316131591797
1673959067.803725,626001,6.487572193145752
1673959195.249122,627001,6.489681720733643
1673959308.304545,628001,6.4885077476501465
1673959403.933203,629001,6.488603591918945
1673959507.391844,630001,6.489103317260742
1673959700.517547,632001,6.487943649291992
1673959894.561627,634001,6.486460208892822
1673959987.317674,635001,6.488905906677246
1673960094.236796,636001,6.488391399383545
1673960206.146717,637001,6.487722873687744
1673960303.029827,638001,6.489541530609131
1673960423.555538,639001,6.489103317260742
1673960513.932262,640001,6.486217021942139
1673960612.510416,641001,6.4881205558776855
1673960697.761726,642001,6.485069274902344
1673960780.098705,643001,6.4876322746276855
1673960872.874932,644001,6.492823600769043
1673960980.142518,645001,6.4847235679626465
1673961086.935444,646001,6.488284111022949
1673961182.322182,647001,6.487903594970703
1673961276.570493,648001,6.48799991607666
1673961380.652393,649001,6.4875898361206055
1673961498.4714,650001,6.488831520080566
1673961605.670545,651001,6.492654800415039
1673961708.040158,652001,6.4855170249938965
1673961787.587097,653001,6.485740661621094
1673961866.606581,654001,6.487744331359863
1673961963.840778,655001,6.4830169677734375
1673962058.600021,656001,6.48764705657959
1673962146.493369,657001,6.4882049560546875
1673962230.243501,658001,6.486379146575928
1673962340.501338,659001,6.486050128936768
1673962428.893224,660001,6.4875407218933105
1673962523.159132,661001,6.487325191497803
1673962628.434758,662001,6.487590789794922
1673962739.446181,663001,6.486388206481934
1673962840.005655,664001,6.48933744430542
1673962947.487202,665001,6.484994888305664
1673963059.180089,666001,6.485973358154297
1673963154.347508,667001,6.486299514770508
1673963241.182358,668001,6.4900007247924805
1673963341.094773,669001,6.486785411834717
1673963438.568178,670001,6.487457752227783
1673963544.895427,671001,6.487967014312744
1673963650.991737,672001,6.484002590179443
1673963763.467177,673001,6.486691951751709
1673963868.981987,674001,6.48878288269043
1673963972.712687,675001,6.485646724700928
1673964063.265814,676001,6.485750675201416
1673964173.595908,677001,6.488169193267822
1673964261.292191,678001,6.48981237411499
1673964354.415185,679001,6.491024017333984
1673964432.936456,680001,6.485245704650879
1673964527.436364,681001,6.4863810539245605
1673964626.708368,682001,6.486578464508057
1673964727.058743,683001,6.488777160644531
1673964824.047889,684001,6.486641883850098
1673964922.91118,685001,6.487155914306641
1673965034.044661,686001,6.482900142669678
1673965133.365974,687001,6.486319541931152
1673965229.268022,688001,6.486334323883057
1673965322.086824,689001,6.486050605773926
1673965430.253994,690001,6.486265182495117
1673965523.388736,691001,6.486427307128906
1673965624.868567,692001,6.488778591156006
1673965718.765551,693001,6.48633337020874
1673965824.695089,694001,6.483724594116211
1673965925.178877,695001,6.487105846405029
1673966028.161524,696001,6.485043525695801
1673966126.241501,697001,6.490159034729004
1673966228.115738,698001,6.4837327003479
1673966314.83485,699001,6.487288475036621
1673966421.870594,700001,6.487974166870117
1673966523.374275,701001,6.488296031951904
1673966613.700255,702001,6.488574504852295
1673966699.416797,703001,6.485543727874756
1673966782.331484,704001,6.485180377960205
1673966881.687388,705001,6.484643936157227
1673966986.031097,706001,6.487947463989258
1673967090.234237,707001,6.487233638763428
1673967194.890036,708001,6.486225128173828
1673967294.389449,709001,6.485752105712891
1673967393.091482,710001,6.4858903884887695
1673967491.658673,711001,6.48507022857666
1673967584.415088,712001,6.488033771514893
1673967679.529871,713001,6.487161636352539
1673967767.99709,714001,6.487995624542236
1673967871.978207,715001,6.485898494720459
1673967979.107661,716001,6.484768867492676
1673968072.303815,717001,6.486184597015381
1673968281.196008,719001,6.483429431915283
1673968371.31121,720001,6.4853835105896
1673968469.193406,721001,6.48595666885376
1673968564.435648,722001,6.490815162658691
1673968655.351454,723001,6.4857001304626465
1673968745.387079,724001,6.484574794769287
1673968845.676229,725001,6.485503673553467
1673968940.04163,726001,6.487454414367676
1673969047.116045,727001,6.486534118652344
1673969162.905889,728001,6.487663745880127
1673969256.614865,729001,6.488379001617432
1673969354.020306,730001,6.485797882080078
1673969443.661236,731001,6.482939720153809
1673969530.963036,732001,6.48546838760376
1673969631.441772,733001,6.485445022583008
1673969718.839294,734001,6.486168384552002
1673969808.375003,735001,6.485208511352539
1673969894.650485,736001,6.484860897064209
1673970014.596287,737001,6.48499059677124
1673970117.439589,738001,6.48546838760376
1673970195.978782,739001,6.487788677215576
1673970295.038636,740001,6.4871439933776855
1673970407.433945,741001,6.484972953796387
1673970488.130702,742001,6.488064289093018
1673970575.777215,743001,6.487923622131348
1673970661.557427,744001,6.485146999359131
1673970771.831846,745001,6.4850053787231445
1673970887.115605,746001,6.485536575317383
1673970956.286744,747001,6.486653804779053
1673971046.490844,748001,6.483349800109863
1673971129.661901,749001,6.484381198883057
1673971221.495903,750001,6.490102291107178
1673971312.237119,751001,6.482723236083984
1673971403.549358,752001,6.482298851013184
1673971500.340289,753001,6.482733726501465
1673971592.835945,754001,6.483335971832275
1673971667.214724,755001,6.485284805297852
1673971754.144773,756001,6.482863903045654
1673971844.929507,757001,6.48492956161499
1673971940.395856,758001,6.484006404876709
1673972032.621769,759001,6.487890243530273
1673972139.430117,760001,6.48898458480835
1673972242.686134,761001,6.487424850463867
1673972343.479116,762001,6.485479831695557
1673972437.649894,763001,6.487634181976318
1673972534.922734,764001,6.484611988067627
1673972632.657151,765001,6.4838666915893555
1673972732.645337,766001,6.485438346862793
1673972824.503054,767001,6.485616207122803
1673972924.401845,768001,6.485427379608154
1673973041.273424,769001,6.48264741897583
1673973158.197018,770001,6.486014366149902
1673973276.473283,771001,6.4857635498046875
1673973373.344186,772001,6.485307216644287
1673973486.364128,773001,6.483651638031006
1673973585.939346,774001,6.4873809814453125
1673973699.426221,775001,6.486368179321289
1673973808.406108,776001,6.486605644226074
1673973918.197311,777001,6.484445095062256
1673974019.492675,778001,6.48922061920166
1673974118.870109,779001,6.4887495040893555
1673974212.354527,780001,6.485267162322998
1673974301.771122,781001,6.487204074859619
1673974406.245075,782001,6.486091136932373
1673974494.401979,783001,6.486124038696289
1673974572.300512,784001,6.482913017272949
1673974673.935232,785001,6.484114646911621
1673974771.833057,786001,6.481104850769043
1673974870.926481,787001,6.4877142906188965
1673974947.960011,788001,6.4832763671875
1673975032.304725,789001,6.480686187744141
1673975125.286809,790001,6.485428810119629
1673975230.202553,791001,6.4857048988342285
1673975333.986051,792001,6.485188961029053
1673975419.896727,793001,6.484540939331055
1673975515.663412,794001,6.486476421356201
1673975616.821985,795001,6.484076976776123
1673975719.571174,796001,6.481053352355957
1673975803.145385,797001,6.487163066864014
1673976017.654075,799001,6.485157489776611
1673976115.107686,800001,6.481101036071777
1673976198.924193,801001,6.489045143127441
1673976296.237235,802001,6.48646354675293
1673976403.226443,803001,6.484354496002197
1673976503.901919,804001,6.484530448913574
1673976600.578361,805001,6.485049247741699
1673976700.521383,806001,6.486454963684082
1673976791.854634,807001,6.485751152038574
1673976886.274516,808001,6.4849653244018555
